flip_detection_auroc,flip_detection_auprc,flip_detection_f1,predicted_number_of_flips,tc_gpa_update,mean_noise_probability,mean_temporal_persistence,minimum_anchor_count,maximum_anchor_count,soft_correction_status
0.9958669630709427,0.9842871012001931,0.9606571751621017,22337,1,0.31937143206596375,1.0,2006,2779,deferred_until_more_temporal_evidence
0.6868095238095238,0.4071786774898699,0.577250197138673,50016,2,0.7145143151283264,0.8572571277618408,2006,2779,enabled
0.9690502288629737,0.9612719795357567,0.7723390960216622,31811,3,0.4547519087791443,0.840076208114624,2006,2779,enabled
0.9478328449951409,0.9399812877676752,0.7473996470278998,32262,4,0.4609261751174927,0.8240000009536743,2006,2779,enabled
0.9433631710398444,0.9345944293320021,0.7473588892242681,32008,5,0.45727354288101196,0.829762876033783,2006,2779,enabled
0.9589384674441206,0.9489302564904928,0.7805010051028297,30736,6,0.4388490617275238,0.8334856629371643,2006,2779,enabled
